clk,period,time
2,492,1308606
3,298,788006
1,999,2611108
2,507,1309114
3,300,788306
1,1000,2612108
2,492,1309606
3,309,788616
1,1000,2613108
2,507,1310114
3,290,788906
1,1000,2614108
2,492,1310607
3,301,789208
1,999,2615108
2,507,1311114
3,298,789506
1,1000,2616108
2,492,1311607
3,300,789807
1,1000,2617108
2,507,1312114
3,316,790124
1,1000,2618108
2,492,1312607
3,282,790406
1,1000,2619108
2,507,1313114
3,301,790708
1,1000,2620108
2,492,1313607
3,298,791006
1,1000,2621108
2,507,1314114
3,300,791306
1,999,2622108
2,492,1314606
3,309,791616
1,1000,2623108
2,507,1315114
3,290,791906
1,1000,2624108
2,492,1315607
3,301,792208
1,1000,2625108
2,507,1316114
3,298,792506
1,1000,2626108
2,492,1316607
3,300,792806
1,1000,2627108
2,507,1317114
3,317,793123
1,999,2628108
2,492,1317607
3,282,793406
1,1000,2629108
2,507,1318114
3,301,793708
1,1000,2630108
2,492,1318606
3,298,794006
1,1000,2631108
2,507,1319114
3,300,794306
1,1000,2632108
2,492,1319607
3,309,794616
1,1000,2633108
2,507,1320114
3,290,794906
1,1000,2634108
2,492,1320607
3,301,795208
1,999,2635108
2,507,1321114
3,298,795506
1,1000,2636108
2,492,1321606
3,300,795806
1,1000,2637108
2,507,1322114
3,317,796124
1,1000,2638108
2,492,1322607
3,282,796406
1,999,2639108
2,507,1323114
3,301,796708
1,1000,2640108
2,492,1323606
3,298,797006
1,1000,2641108
2,507,1324114
3,300,797306
1,1000,2642108
2,492,1324607
3,309,797616
1,1000,2643108
2,507,1325114
3,290,797906
1,999,2644108
2,492,1325606
3,301,798208
1,999,2645108
2,507,1326114
3,298,798506
1,1000,2646108
2,492,1326607
3,300,798807
1,1000,2647108
2,507,1327114
3,317,799124
1,1000,2648108
2,492,1327607
3,282,799406
1,1000,2649108
2,507,1328114
3,301,799708
1,1000,2650108
2,492,1328607
3,298,800006
1,1000,2651108
2,507,1329114
3,299,800306
1,1000,2652108
2,492,1329606
3,309,800616
1,1000,2653108
2,507,1330114
3,290,800906
1,1000,2654108
2,492,1330606
3,301,801208
1,1000,2655108
2,507,1331114
3,298,801506
1,1000,2656108
2,492,1331606
3,300,801807
1,1000,2657108
2,507,1332114
3,316,802124
1,1000,2658108
2,492,1332607
3,282,802406
1,1000,2659108
2,507,1333114
3,301,802708
1,1000,2660108
2,492,1333606
3,298,803006
1,1000,2661108
2,507,1334114
3,299,803306
1,1000,2662108
2,492,1334607
3,309,803616
1,1000,2663108
2,507,1335114
3,290,803906
1,1000,2664108
2,492,1335606
3,301,804208
1,1000,2665108
2,507,1336114
3,298,804506
1,1000,2666108
2,492,1336607
3,300,804807
1,1000,2667108
2,507,1337114
3,317,805124
1,1000,2668108
2,492,1337606
3,282,805406
1,1000,2669108
2,507,1338114
3,301,805708
1,1000,2670108
2,492,1338607
3,298,806006
1,1000,2671108
2,507,1339114
3,300,806306
1,1000,2672108
2,492,1339607
3,309,806616
1,1000,2673108
2,507,1340114
3,290,806906
1,1000,2674108
2,492,1340607
3,301,807208
1,1000,2675108
2,507,1341114
3,298,807506
1,999,2676108
2,492,1341606
3,300,807807
1,1000,2677108
2,507,1342114
3,316,808123
1,999,2678108
2,492,1342607
3,282,808406
1,1000,2679108
2,507,1343114
3,301,808708
1,1000,2680108
2,492,1343607
3,298,809006
1,1000,2681108
2,507,1344114
3,299,809306
1,999,2682108
2,492,1344606
3,309,809616
1,1000,2683108
2,507,1345114
3,290,809906
1,999,2684108
2,492,1345607
3,301,810208
1,1000,2685108
2,507,1346114
3,298,810506
1,1000,2686108
2,492,1346606
3,300,810807
1,1000,2687108
2,507,1347114
3,316,811124
1,999,2688108
2,492,1347607
3,282,811406
1,1000,2689108
2,507,1348114
3,301,811708
1,999,2690108
2,492,1348606
3,298,812006
1,1000,2691108
2,507,1349114
3,300,812306
1,1000,2692108
2,492,1349606
3,309,812616
1,999,2693108
2,507,1350114
3,290,812906
1,1000,2694108
2,492,1350606
3,301,813208
1,1000,2695108
2,507,1351114
3,298,813506
1,999,2696108
2,492,1351606
3,300,813806
1,1000,2697108
2,507,1352114
3,317,814124
1,1000,2698108
2,492,1352606
3,282,814406
1,1000,2699108
2,507,1353114
3,301,814708
1,1000,2700108
2,492,1353607
3,298,815006
1,1000,2701108
2,507,1354114
3,300,815306
1,1000,2702108
2,492,1354606
3,309,815616
1,999,2703108
2,507,1355114
3,290,815906
1,1000,2704108
2,492,1355607
3,301,816208
1,1000,2705108
2,507,1356114
3,298,816506
1,1000,2706108
2,492,1356606
3,300,816806
1,999,2707108
2,507,1357114
3,317,817124
1,1000,2708108
2,492,1357607
3,282,817406
1,1000,2709108
2,507,1358114
3,301,817708
1,1000,2710108
2,492,1358606
3,298,818006
1,1000,2711108
2,507,1359114
3,300,818307
1,1000,2712108
2,492,1359607
3,309,818616
1,999,2713108
2,507,1360114
3,290,818906
1,1000,2714108
2,492,1360607
3,301,819208
1,1000,2715108
2,507,1361114
3,298,819506
1,999,2716108
2,492,1361607
3,300,819807
1,1000,2717108
2,507,1362114
3,316,820123
1,1000,2718108
2,492,1362606
3,282,820406
1,999,2719108
2,507,1363114
3,301,820708
1,1000,2720108
2,492,1363606
3,298,821006
1,999,2721108
2,507,1364114
3,300,821306
1,1000,2722108
2,492,1364607
3,309,821616
1,999,2723108
2,507,1365114
3,290,821906
1,1000,2724108
2,492,1365606
3,301,822208
1,999,2725108
2,507,1366114
3,298,822506
1,1000,2726108
2,492,1366606
3,300,822807
1,999,2727108
2,507,1367114
3,316,823124
1,1000,2728108
2,492,1367606
3,282,823406
1,1000,2729108
2,507,1368114
3,301,823708
1,1000,2730108
2,492,1368607
3,298,824006
1,1000,2731108
2,507,1369114
3,299,824306
1,1000,2732108
2,492,1369607
3,309,824616
1,999,2733108
2,507,1370114
3,290,824906
1,1000,2734108
2,492,1370606
3,301,825208
1,1000,2735108
2,507,1371114
3,298,825506
1,1000,2736108
2,492,1371606
3,300,825807
1,1000,2737108
2,507,1372114
3,317,826124
1,999,2738108
2,492,1372607
3,282,826406
1,1000,2739108
2,507,1373114
3,301,826708
1,1000,2740108
2,492,1373607
3,298,827006
1,1000,2741108
2,507,1374114
3,299,827306
1,1000,2742108
2,492,1374606
3,309,827616
1,999,2743108
2,507,1375114
3,290,827906
1,1000,2744108
2,492,1375607
3,301,828208
1,999,2745108
2,507,1376114
3,298,828506
1,1000,2746108
2,492,1376607
3,300,828807
1,1000,2747108
2,507,1377114
3,316,829123
1,1000,2748108
2,492,1377606
3,282,829406
1,999,2749108
2,507,1378114
3,301,829708
1,1000,2750108
2,492,1378607
3,298,830006
1,1000,2751108
2,507,1379114
3,300,830306
1,1000,2752108
2,492,1379607
3,309,830616
1,1000,2753108
2,507,1380114
3,290,830906
1,1000,2754108
2,492,1380606
3,301,831208
1,999,2755108
2,507,1381114
3,298,831506
1,999,2756108
2,492,1381607
3,300,831806
1,1000,2757108
2,507,1382114
3,317,832124
1,1000,2758108
2,492,1382607
3,282,832406
1,999,2759108
2,507,1383114
3,301,832708
1,1000,2760108
2,492,1383606
3,298,833006
1,999,2761108
2,507,1384114
3,299,833306
1,999,2762108
2,492,1384606
3,309,833616
1,1000,2763108
2,507,1385114
3,290,833906
1,1000,2764108
2,492,1385607
3,301,834208
1,1000,2765108
2,507,1386114
3,298,834506
1,1000,2766108
2,492,1386607
3,300,834807
1,999,2767108
2,507,1387114
3,316,835124
1,999,2768108
2,492,1387606
3,282,835406
1,1000,2769108
2,507,1388114
3,301,835708
1,1000,2770108
2,492,1388607
3,298,836006
1,999,2771108
2,507,1389114
3,299,836306
1,1000,2772108
2,492,1389606
3,309,836616
1,999,2773108
2,507,1390114
3,290,836906
1,1000,2774108
2,492,1390607
3,301,837208
1,1000,2775108
2,507,1391114
3,298,837506
1,1000,2776108
2,492,1391606
3,300,837807
1,1000,2777108
2,507,1392114
3,316,838123
1,999,2778108
2,492,1392607
3,282,838406
1,1000,2779108
2,507,1393114
3,301,838708
1,1000,2780108
2,492,1393606
3,298,839006
1,1000,2781108
2,507,1394114
3,299,839306
1,999,2782108
2,492,1394607
3,309,839616
1,1000,2783108
2,507,1395114
3,290,839906
1,1000,2784108
2,492,1395607
3,301,840208
1,1000,2785108
2,507,1396114
3,298,840506
1,999,2786108
2,492,1396606
3,300,840806
1,1000,2787108
2,507,1397114
3,317,841124
1,999,2788108
2,492,1397607
3,282,841406
1,1000,2789108
2,507,1398114
3,301,841708
1,1000,2790108
2,492,1398606
3,298,842006
1,999,2791108
2,507,1399114
3,300,842306
1,1000,2792108
2,492,1399607
3,309,842616
1,1000,2793108
2,507,1400114
3,290,842906
1,1000,2794108
2,492,1400606
3,301,843208
1,1000,2795108
2,507,1401114
3,298,843506
1,1000,2796108
2,492,1401606
3,300,843807
1,1000,2797108
2,507,1402114
3,317,844124
1,1000,2798108
2,492,1402607
3,282,844406
1,1000,2799108
2,507,1403114
3,301,844708
1,1000,2800108
2,492,1403607
3,298,845006
1,1000,2801108
2,507,1404114
3,299,845306
1,1000,2802108
2,492,1404607
3,309,845616
1,999,2803108
2,507,1405114
3,290,845906
1,1000,2804108
2,492,1405606
3,301,846208
1,999,2805108
2,507,1406114
3,298,846506
1,1000,2806108
2,492,1406607
3,300,846807
1,999,2807108
2,507,1407114
3,316,847124
1,1000,2808108
2,492,1407606
3,282,847406
1,1000,2809108
2,507,1408114
3,301,847708
1,999,2810108
2,492,1408606
3,298,848006
1,1000,2811108
2,507,1409114
3,300,848306
1,999,2812108
2,492,1409606
3,309,848616
1,1000,2813108
2,507,1410114
3,290,848906
1,999,2814108
2,492,1410607
3,301,849208
1,1000,2815108
2,507,1411114
3,298,849506
1,999,2816108
2,492,1411607
3,300,849807
1,1000,2817108
2,507,1412114
3,317,850124
1,1000,2818108
2,492,1412606
3,282,850406
1,1000,2819108
2,507,1413114
3,301,850708
1,1000,2820108
2,492,1413607
3,298,851006
1,999,2821108
2,507,1414114
3,300,851306
1,1000,2822108
2,492,1414607
3,309,851616
1,1000,2823108
2,507,1415114
3,290,851906
1,999,2824108
2,492,1415607
3,301,852208
1,1000,2825108
2,507,1416114
3,298,852506
1,1000,2826108
2,492,1416607
3,300,852806
1,1000,2827108
2,507,1417114
3,317,853124
1,999,2828108
2,492,1417607
3,282,853406
1,1000,2829108
2,507,1418114
3,301,853708
1,1000,2830108
2,492,1418607
3,298,854006
1,1000,2831108
2,507,1419114
3,299,854306
1,1000,2832108
2,492,1419606
3,309,854616
1,999,2833108
2,507,1420114
3,290,854906
1,1000,2834108
2,492,1420606
3,301,855208
1,1000,2835108
2,507,1421114
3,298,855506
1,1000,2836108
2,492,1421607
3,300,855807
1,999,2837108
2,507,1422114
3,316,856123
1,1000,2838108
2,492,1422606
3,282,856406
1,1000,2839108
2,507,1423114
3,301,856708
1,1000,2840108
2,492,1423607
3,298,857006
1,1000,2841108
2,507,1424114
3,300,857306
1,1000,2842108
2,492,1424607
3,309,857616
1,1000,2843108
2,507,1425114
3,290,857906
1,1000,2844108
2,492,1425606
3,301,858208
1,999,2845108
2,507,1426114
3,298,858506
1,1000,2846108
2,492,1426606
3,300,858807
1,1000,2847108
2,507,1427114
3,317,859124
1,1000,2848108
2,492,1427607
3,282,859406
1,1000,2849108
2,507,1428114
3,301,859708
1,999,2850108
2,492,1428607
3,298,860006
1,1000,2851108
2,507,1429114
3,300,860306
1,1000,2852108
2,492,1429607
3,309,860616
1,1000,2853108
2,507,1430114
3,290,860906
1,999,2854108
2,492,1430606
3,301,861208
1,1000,2855108
2,507,1431114
3,298,861506
1,1000,2856108
2,492,1431607
3,300,861807
1,1000,2857108
2,507,1432114
3,316,862124
1,1000,2858108
2,492,1432607
3,282,862406
1,999,2859108
2,507,1433114
3,301,862708
1,1000,2860108
2,492,1433606
3,298,863006
1,1000,2861108
2,507,1434114
3,300,863307
1,1000,2862108
2,492,1434607
3,309,863616
1,1000,2863108
2,507,1435114
3,290,863906
1,999,2864108
2,492,1435607
3,301,864208
1,1000,2865108
2,507,1436114
3,298,864506
1,1000,2866108
2,492,1436607
3,300,864807
1,1000,2867108
2,507,1437114
3,317,865124
1,1000,2868108
2,492,1437606
3,282,865406
1,999,2869108
2,507,1438114
3,301,865708
1,1000,2870108
2,492,1438607
3,298,866006
1,999,2871108
2,507,1439114
3,300,866306
1,1000,2872108
2,492,1439607
3,309,866616
1,1000,2873108
2,507,1440114
3,290,866906
1,1000,2874108
2,492,1440607
3,301,867208
1,1000,2875108
2,507,1441114
3,298,867506
1,1000,2876108
2,492,1441606
3,300,867806
1,1000,2877108
2,507,1442114
3,317,868124
1,999,2878108
2,492,1442607
3,282,868406
1,1000,2879108
2,507,1443114
3,301,868708
1,1000,2880108
2,492,1443606
3,298,869006
1,1000,2881108
2,507,1444114
3,299,869306
1,1000,2882108
2,492,1444607
3,309,869616
1,999,2883108
2,507,1445114
3,290,869906
1,999,2884108
2,492,1445607
3,301,870208
1,1000,2885108
2,507,1446114
3,298,870506
1,1000,2886108
2,492,1446606
3,300,870807
1,1000,2887108
2,507,1447114
3,317,871124
1,1000,2888108
2,492,1447606
3,282,871406
1,1000,2889108
2,507,1448114
3,301,871708
1,1000,2890108
2,492,1448607
3,298,872006
1,1000,2891108
2,507,1449114
3,300,872306
1,1000,2892108
2,492,1449606
3,309,872616
1,999,2893108
2,507,1450114
3,290,872906
1,1000,2894108
2,492,1450607
3,301,873208
1,999,2895108
2,507,1451114
3,298,873506
1,999,2896108
2,492,1451606
3,300,873806
1,1000,2897108
2,507,1452114
3,317,874124
1,1000,2898108
2,492,1452607
3,282,874406
1,1000,2899108
2,507,1453114
3,301,874708
1,999,2900108
2,492,1453607
3,298,875006
1,1000,2901108
2,507,1454114
3,299,875306
1,1000,2902108
2,492,1454607
3,309,875616
1,999,2903108
2,507,1455114
3,290,875906
1,1000,2904108
2,492,1455606
3,301,876208
1,1000,2905108
2,507,1456114
3,298,876506
1,1000,2906108
2,492,1456607
3,300,876806
1,1000,2907108
2,507,1457114
3,317,877123
1,1000,2908108
2,492,1457607
3,282,877406
1,1000,2909108
2,507,1458114
3,301,877708
1,1000,2910108
2,492,1458606
3,298,878006
1,999,2911108
2,507,1459114
3,299,878306
1,1000,2912108
2,492,1459607
3,309,878616
1,1000,2913108
2,507,1460114
3,290,878906
1,1000,2914108
2,492,1460607
3,301,879208
1,999,2915108
2,507,1461114
3,298,879506
1,999,2916108
2,492,1461606
3,300,879807
1,1000,2917108
2,507,1462114
3,317,880124
1,1000,2918108
2,492,1462606
3,282,880406
1,1000,2919108
2,507,1463114
3,301,880708
1,1000,2920108
2,492,1463606
3,298,881006
1,1000,2921108
2,507,1464114
3,300,881306
1,1000,2922108
2,492,1464606
3,309,881616
1,999,2923108
2,507,1465114
3,290,881906
1,1000,2924108
2,492,1465607
3,301,882208
1,999,2925108
2,507,1466114
3,298,882506
1,999,2926108
2,492,1466606
3,300,882806
1,1000,2927108
2,507,1467114
3,317,883124
1,1000,2928108
2,492,1467607
3,282,883406
1,999,2929108
2,507,1468114
3,301,883708
1,1000,2930108
2,492,1468606
3,298,884006
1,1000,2931108
2,507,1469114
3,300,884306
1,1000,2932108
2,492,1469606
3,309,884616
1,999,2933108
2,507,1470114
3,290,884906
1,999,2934108
2,492,1470606
3,301,885208
1,1000,2935108
2,507,1471114
3,298,885506
1,1000,2936108
2,492,1471607
3,300,885806
1,1000,2937108
2,507,1472114
3,317,886124
1,1000,2938108
2,492,1472606
3,282,886406
1,1000,2939108
2,507,1473114
3,301,886708
1,1000,2940108
2,492,1473607
3,298,887006
1,1000,2941108
2,507,1474114
3,299,887306
1,1000,2942108
2,492,1474607
3,309,887616
1,1000,2943108
2,507,1475114
3,290,887906
1,1000,2944108
2,492,1475606
3,301,888208
1,1000,2945108
2,507,1476114
3,298,888506
1,1000,2946108
2,492,1476606
3,300,888806
1,1000,2947108
2,507,1477114
3,317,889124
1,1000,2948108
2,492,1477607
3,282,889406
1,1000,2949108
2,507,1478114
3,301,889708
1,1000,2950108
2,492,1478607
3,298,890006
1,1000,2951108
2,507,1479114
3,300,890306
1,1000,2952108
2,492,1479606
3,309,890616
1,1000,2953108
2,507,1480114
3,290,890906
1,1000,2954108
2,492,1480606
3,301,891208
1,1000,2955108
2,507,1481114
3,298,891506
1,999,2956108
2,492,1481607
3,300,891807
1,1000,2957108
2,507,1482114
3,317,892124
1,1000,2958108
2,492,1482607
3,282,892406
1,1000,2959108
2,507,1483114
3,301,892708
1,1000,2960108
2,492,1483606
3,298,893006
1,999,2961108
2,507,1484114
3,300,893306
1,1000,2962108
2,492,1484607
3,309,893616
1,999,2963108
2,507,1485114
3,290,893906
1,999,2964108
2,492,1485607
3,301,894208
1,1000,2965108
2,507,1486114
3,298,894506
1,1000,2966108
2,492,1486606
3,300,894807
1,1000,2967108
2,507,1487114
3,316,895123
1,1000,2968108
2,492,1487606
3,282,895406
1,999,2969108
2,507,1488114
3,301,895708
1,999,2970108
2,492,1488606
3,298,896006
1,1000,2971108
2,507,1489114
3,299,896306
1,1000,2972108
2,492,1489607
3,309,896616
1,999,2973108
2,507,1490114
3,290,896906
1,1000,2974108
2,492,1490607
3,301,897208
1,1000,2975108
2,507,1491114
3,298,897506
1,1000,2976108
2,492,1491607
3,300,897806
1,999,2977108
2,507,1492114
3,317,898124
1,1000,2978108
2,492,1492606
3,282,898406
1,1000,2979108
2,507,1493114
3,301,898708
1,1000,2980108
2,492,1493607
3,298,899006
1,999,2981108
2,507,1494114
3,300,899306
1,1000,2982108
2,492,1494607
3,309,899616
1,1000,2983108
2,507,1495114
3,290,899906
1,1000,2984108
2,492,1495606
3,301,900208
1,999,2985108
2,507,1496114
3,298,900506
1,1000,2986108
2,492,1496607
3,300,900807
1,1000,2987108
2,507,1497114
3,317,901124
1,1000,2988108
2,492,1497607
3,282,901406
1,1000,2989108
2,507,1498114
3,301,901708
1,1000,2990108
2,492,1498607
3,298,902006
1,1000,2991108
2,507,1499114
3,299,902306
1,1000,2992108
2,492,1499607
3,309,902616
1,1000,2993108
2,507,1500114
3,290,902906
1,1000,2994108
2,492,1500607
3,301,903208
1,1000,2995108
2,507,1501114
3,298,903506
1,1000,2996108
2,492,1501606
3,300,903807
1,1000,2997108
2,507,1502114
3,316,904123
1,999,2998108
2,492,1502607
3,282,904406
1,1000,2999108
2,507,1503114
3,301,904708
1,1000,3000108
2,492,1503607
3,298,905006
1,1000,3001108
2,507,1504114
3,299,905306
1,1000,3002108
2,492,1504607
3,309,905616
1,1000,3003108
2,507,1505114
3,290,905906
1,1000,3004108
2,492,1505606
3,301,906208
1,999,3005108
2,507,1506114
3,298,906507
1,1000,3006108
2,492,1506606
3,299,906806
1,1000,3007108
2,507,1507114
3,317,907124
1,1000,3008108
2,492,1507606
3,282,907406
1,1000,3009108
2,509,1508116
3,301,907708
1,1000,3010108
2,490,1508606
3,298,908006
1,1000,3011108
2,509,1509116
3,299,908306
1,999,3012108
2,490,1509606
3,309,908616
1,1000,3013108
2,509,1510116
3,290,908906
1,1000,3014108
2,490,1510606
3,301,909208
1,1000,3015108
2,509,1511116
3,298,909506
1,999,3016108
2,490,1511606
3,300,909807
1,1000,3017108
2,509,1512116
3,316,910124
1,999,3018108
2,490,1512606
3,282,910406
1,1000,3019108
2,509,1513116
3,301,910708
1,1000,3020108
2,490,1513606
3,298,911006
1,1000,3021108
2,509,1514116
3,300,911306
1,999,3022108
2,490,1514606
3,309,911616
1,1000,3023108
2,509,1515116
3,290,911906
1,999,3024108
2,490,1515606
3,301,912208
1,1000,3025108
2,509,1516116
3,298,912506
1,1000,3026108
2,490,1516606
3,300,912806
1,1000,3027108
2,509,1517116
3,317,913123
1,1000,3028108
2,490,1517606
3,282,913406
1,1000,3029108
2,510,1518116
3,301,913708
1,1000,3030108
2,490,1518606
3,298,914006
1,999,3031108
2,509,1519116
3,300,914306
1,999,3032108
2,490,1519606
3,309,914616
1,1000,3033108
2,509,1520116
3,290,914906
1,1000,3034108
2,490,1520606
3,301,915208
1,1000,3035108
2,509,1521116
3,298,915506
1,1000,3036108
2,490,1521606
3,300,915806
1,1000,3037108
2,509,1522116
3,317,916124
1,999,3038108
2,490,1522606
3,282,916406
1,1000,3039108
2,509,1523116
3,301,916708
1,1000,3040108
2,490,1523606
3,298,917006
1,1000,3041108
2,509,1524116
3,300,917306
1,999,3042108
2,490,1524606
3,309,917616
1,1000,3043108
2,509,1525116
3,290,917906
1,1000,3044108
2,490,1525606
3,301,918208
1,1000,3045108
2,509,1526116
3,298,918506
1,999,3046108
2,490,1526606
3,300,918807
1,1000,3047108
2,509,1527116
3,316,919124
1,1000,3048108
2,490,1527606
3,282,919406
1,1000,3049108
2,509,1528116
3,301,919708
1,999,3050108
2,490,1528606
3,298,920006
1,1000,3051108
2,509,1529116
3,300,920306
1,1000,3052108
2,490,1529606
3,309,920616
1,1000,3053108
2,509,1530116
3,290,920906
1,999,3054108
2,490,1530606
3,301,921208
1,1000,3055108
2,509,1531116
3,298,921506
1,1000,3056108
2,490,1531606
3,300,921807
1,1000,3057108
2,509,1532116
3,316,922123
1,1000,3058108
2,490,1532606
3,282,922406
1,999,3059108
2,509,1533116
3,301,922708
1,1000,3060108
2,490,1533606
3,298,923006
1,1000,3061108
2,509,1534116
3,300,923306
1,999,3062108
2,490,1534606
3,309,923616
1,1000,3063108
2,509,1535116
3,290,923906
1,1000,3064108
2,490,1535606
3,301,924208
1,1000,3065108
2,509,1536116
3,298,924506
1,1000,3066108
2,490,1536606
3,300,924807
1,1000,3067108
2,509,1537116
3,317,925124
1,999,3068108
2,490,1537606
3,282,925406
1,999,3069108
2,509,1538116
3,301,925708
1,1000,3070108
2,490,1538606
3,298,926006
1,1000,3071108
2,509,1539116
3,300,926306
1,1000,3072108
2,490,1539606
3,309,926616
1,1000,3073108
2,509,1540116
3,290,926906
1,1000,3074108
2,490,1540606
3,301,927208
1,1000,3075108
2,509,1541116
3,298,927506
1,999,3076108
2,490,1541606
3,300,927806
1,999,3077108
2,509,1542116
3,317,928124
1,1000,3078108
2,490,1542606
3,282,928406
1,1000,3079108
2,509,1543116
3,301,928708
1,999,3080108
2,490,1543606
3,298,929006
1,999,3081108
2,509,1544116
3,299,929306
1,1000,3082108
2,490,1544606
3,309,929616
1,1000,3083108
2,509,1545116
3,290,929906
1,1000,3084108
2,490,1545606
3,301,930208
1,1000,3085108
2,509,1546116
3,298,930506
1,1000,3086108
2,490,1546606
3,300,930807
1,1000,3087108
2,510,1547116
3,317,931124
1,999,3088108
2,490,1547606
3,282,931406
1,1000,3089108
2,509,1548116
3,301,931708
1,1000,3090108
2,490,1548606
3,298,932006
1,1000,3091108
2,509,1549116
3,300,932306
1,1000,3092108
2,490,1549606
3,309,932616
1,1000,3093108
2,509,1550116
3,290,932906
1,1000,3094108
2,490,1550606
3,301,933208
1,1000,3095108
2,509,1551116
3,298,933506
1,1000,3096108
2,490,1551606
3,300,933807
1,1000,3097108
2,509,1552116
3,317,934124
1,1000,3098108
2,490,1552606
3,282,934406
1,1000,3099108
2,509,1553116
3,301,934708
1,1000,3100108
2,490,1553606
3,298,935006
1,1000,3101108
2,509,1554116
3,300,935306
1,1000,3102108
2,490,1554606
3,309,935616
1,1000,3103108
2,509,1555116
3,290,935906
1,1000,3104108
2,490,1555606
3,301,936208
1,1000,3105108
2,509,1556116
3,298,936506
1,1000,3106108
2,490,1556606
3,300,936807
1,1000,3107108
2,509,1557116
3,317,937124
1,1000,3108108
2,490,1557606
3,282,937406
1,1000,3109108
2,509,1558116
3,301,937708
1,1000,3110108
2,490,1558606
3,298,938006
1,1000,3111108
2,509,1559116
3,299,938306
1,1000,3112108
2,490,1559606
3,309,938616
1,1000,3113108
2,509,1560116
3,290,938906
1,1000,3114108
2,490,1560606
3,301,939208
1,1000,3115108
2,509,1561116
3,298,939506
1,1000,3116108
2,490,1561606
3,300,939807
1,999,3117108
2,509,1562116
3,316,940124
1,1000,3118108
2,490,1562606
3,282,940406
1,1000,3119108
2,509,1563116
3,301,940708
1,1000,3120108
2,490,1563606
3,298,941006
1,1000,3121108
2,510,1564116
3,299,941306
1,1000,3122108
2,490,1564606
3,309,941616
1,1000,3123108
2,509,1565116
3,290,941906
1,999,3124108
2,490,1565606
3,301,942208
1,1000,3125108
2,509,1566116
3,298,942506
1,1000,3126108
2,490,1566606
3,300,942807
1,1000,3127108
2,509,1567116
3,317,943124
1,999,3128108
2,490,1567606
3,282,943406
1,1000,3129108
2,509,1568116
3,301,943708
1,1000,3130108
2,490,1568606
3,298,944006
1,1000,3131108
2,509,1569116
3,300,944306
1,999,3132108
2,490,1569606
3,309,944616
1,1000,3133108
2,509,1570116
3,290,944906
1,999,3134108
2,490,1570606
3,301,945208
1,1000,3135108
2,509,1571116
3,298,945506
1,1000,3136108
2,490,1571606
3,300,945807
1,1000,3137108
2,510,1572116
3,316,946123
1,999,3138108
2,490,1572606
3,282,946406
1,1000,3139108
2,509,1573116
3,301,946708
1,1000,3140108
2,490,1573606
3,298,947006
1,1000,3141108
2,509,1574116
3,299,947306
1,999,3142108
2,490,1574606
3,309,947616
1,1000,3143108
2,509,1575116
3,290,947906
1,1000,3144108
2,490,1575606
3,301,948208
1,1000,3145108
2,510,1576116
3,298,948506
1,999,3146108
2,490,1576606
3,300,948807
1,1000,3147108
2,509,1577116
3,317,949124
1,1000,3148108
2,490,1577606
3,282,949406
1,999,3149108
2,509,1578116
3,301,949708
1,1000,3150108
2,490,1578606
3,298,950006
1,1000,3151108
2,509,1579116
3,299,950306
1,1000,3152108
2,490,1579606
3,309,950616
1,1000,3153108
2,510,1580116
3,290,950906
1,999,3154108
2,490,1580606
3,301,951208
1,1000,3155108
2,509,1581116
3,298,951506
1,1000,3156108
2,490,1581606
3,300,951807
1,1000,3157108
2,509,1582116
3,316,952124
1,999,3158108
2,490,1582606
3,282,952406
1,1000,3159108
2,509,1583116
3,301,952708
1,1000,3160108
2,490,1583606
3,298,953006
1,1000,3161108
2,509,1584116
3,299,953306
1,1000,3162108
2,490,1584606
3,309,953616
1,999,3163108
2,509,1585116
3,290,953906
1,1000,3164108
2,490,1585606
3,301,954208
1,1000,3165108
2,509,1586116
3,298,954506
1,1000,3166108
2,490,1586606
3,300,954807
1,1000,3167108
2,509,1587116
3,316,955124
1,999,3168108
2,490,1587606
3,282,955406
1,1000,3169108
2,509,1588116
3,301,955708
1,1000,3170108
2,490,1588606
3,298,956006
1,1000,3171108
2,509,1589116
3,300,956306
1,1000,3172108
2,490,1589606
3,309,956616
1,1000,3173108
2,509,1590116
3,290,956906
1,1000,3174108
2,490,1590606
3,301,957208
1,1000,3175108
2,509,1591116
3,298,957506
1,1000,3176108
2,490,1591606
3,300,957807
1,1000,3177108
2,510,1592116
3,316,958124
1,1000,3178108
2,490,1592606
3,282,958406
1,1000,3179108
2,509,1593116
3,301,958708
1,1000,3180108
2,490,1593606
3,298,959006
1,1000,3181108
2,509,1594116
3,299,959306
1,999,3182108
2,490,1594606
3,309,959616
1,1000,3183108
2,509,1595116
3,290,959906
1,1000,3184108
2,490,1595606
3,301,960208
1,1000,3185108
2,510,1596116
3,298,960506
1,999,3186108
2,490,1596606
3,300,960807
1,1000,3187108
2,509,1597116
3,317,961124
1,999,3188108
2,490,1597606
3,282,961406
1,1000,3189108
2,509,1598116
3,301,961708
1,1000,3190108
2,490,1598606
3,298,962006
1,999,3191108
2,509,1599116
3,300,962306
1,1000,3192108
2,490,1599606
3,309,962616
1,999,3193108
2,510,1600116
3,290,962906
1,1000,3194108
2,490,1600606
3,301,963208
1,999,3195108
2,509,1601116
3,298,963506
1,1000,3196108
2,490,1601606
3,300,963807
1,1000,3197108
2,509,1602116
3,316,964124
1,999,3198108
2,490,1602606
